,Création,Identifier,adress,raisonSociale,madalite,matriculeFiscale,ID,email,ID facture
746,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
747,2021-09-20T10:34:39.487Z,1060602232000,"ELBOSTENE,ZOUILA MAHDIA ,5100",EXCELPHARMA,,1404472/G/P/M000,188850,,164276473000
748,2020-05-19T21:28:34.271Z,-919890435000,Avenue Ali Balhouene Mahdia,Copharma,,0584128 F/P/M000,190350,,164276473000
749,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
750,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
751,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
752,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
753,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
754,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
755,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
756,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
757,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
758,2021-06-14T08:00:33.145Z,103995783000,"001, du Fer Z I , Sidi Daoued 2046",DISTRI-MED PARA,,1706708L/B/M000,189200,,164276473000
759,2021-03-01T15:03:07.507Z,1568290586000,5 RUE DES ENTREPRENEURS CHARGUIA TUNIS,COGEPHA,,0040624A/P/M/000,189500,,164276473000
760,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
761,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
762,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
763,2021-01-10T12:39:49.100Z,1414063469000,109 Avenue farhat hached sfax 30000,pharmacie drira,,1330215HBC000,188650,,164276473000
764,2021-09-28T06:57:32.141Z,-111933638000,"Z-I 000 , Route Amdoun , BÃ©ja Nord 9000",DEPHANORD,,98598D/P/C000,188150,,164276473000
765,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
766,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
767,2021-11-14T16:15:02.287Z,-495034250000,02 l'environnement M'hamdia,GESTEPHARMA,,1522745/X/M/A/000,188250,,164276473000
768,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
769,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
770,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
771,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
772,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
773,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
774,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
775,2020-05-19T21:28:39.442Z,-974929565000,Rue de baghdad Msaken,CM3P,,1358957M/M/P 000,189700,,164276473000
776,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
777,2020-05-19T21:28:41.110Z,-1559275575000,Route de Khenis Zone Industrielle,Ruspina Pharma,,1335358 V/P/M 000,189000,,164276473000
778,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
779,2021-03-03T20:27:31.739Z,1840849096000,17 rue abou hayen Ettaouihidi El Manzeh 4- 1004 Tunis,karray produits pharmaceutiques,,0995689 B/A/M 000,189250,,164276473000
780,2021-09-20T10:34:39.487Z,1060602232000,"ELBOSTENE,ZOUILA MAHDIA ,5100",EXCELPHARMA,,1404472/G/P/M000,188850,,164276473000
781,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
782,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
783,2020-05-19T21:28:38.866Z,-193215022000,BLV de l'environnement 5070 Ksar Helal,Sghaier pharma,,1199534 E/P/M 000,189100,,164276473000
784,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
785,2020-05-19T21:28:42.382Z,-706632233000,Sousse,COPHA CENTRE,,0044892 M/P/000,189450,,164276473000
786,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
787,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
788,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
789,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
790,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
791,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
792,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
793,2020-05-19T21:28:46.606Z,-1699980274000,Avenue des nations unies Ksar helala,Dephackh,,460189 P/P/M 000,188200,,164276473000
794,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
795,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
796,2020-10-01T15:01:22.422Z,38058271000,AV.Farhat Hached GABES,Kipropha,,649492 K P M 000,189750,,164276473000
797,2020-05-19T21:28:41.110Z,-1559275575000,Route de Khenis Zone Industrielle,Ruspina Pharma,,1335358 V/P/M 000,189000,,164276473000
798,2021-04-26T14:48:47.943Z,132376320000,Sousse 42 Rue 18 Janvier 1952,SOTUPHA,,23346Z,188500,,164276473000
799,2021-02-23T10:23:48.726Z,1744162956000,66 Rue Victor Hugo SOUSSE,Medica Center,,020121 V/P/M 000,189350,,164276473000
800,2020-05-19T21:28:34.271Z,-919890435000,Avenue Ali Balhouene Mahdia,Copharma,,0584128 F/P/M000,190350,,164276473000
801,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
802,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
803,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
804,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
805,2020-05-19T21:28:42.937Z,2046904892000,Safia Farhat Sahloul 4054,SM PHARMA,,1617566 T/P/M 000,188750,,164276473000
806,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
807,2021-03-01T15:03:07.507Z,1568290586000,5 RUE DES ENTREPRENEURS CHARGUIA TUNIS,COGEPHA,,0040624A/P/M/000,189500,,164276473000
808,2021-11-14T16:15:02.287Z,-495034250000,02 l'environnement M'hamdia,GESTEPHARMA,,1522745/X/M/A/000,188250,,164276473000
809,2021-09-20T10:34:39.487Z,1060602232000,"ELBOSTENE,ZOUILA MAHDIA ,5100",EXCELPHARMA,,1404472/G/P/M000,188850,,164276473000
810,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
811,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
812,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
813,2021-03-03T20:27:31.739Z,1840849096000,17 rue abou hayen Ettaouihidi El Manzeh 4- 1004 Tunis,karray produits pharmaceutiques,,0995689 B/A/M 000,189250,,164276473000
814,2021-09-28T12:11:46.375Z,-806521729000,"000, BLD Environnement Jandouba, 8100",MEDIKA JANDOUBA,,983540Q/P/M000,188300,,164276473000
815,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
816,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
817,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
818,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
819,2021-06-14T08:00:33.145Z,103995783000,"001, du Fer Z I , Sidi Daoued 2046",DISTRI-MED PARA,,1706708L/B/M000,189200,,164276473000
820,2021-09-28T12:11:46.375Z,-806521729000,"000, BLD Environnement Jandouba, 8100",MEDIKA JANDOUBA,,983540Q/P/M000,188300,,164276473000
821,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
822,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
823,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
824,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
825,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
